Name,2_March
Majestic Auto,0
Makers Laboratories,129.45
Mallcom,953.4
Malu Paper Mills,47.7
Man Industries,404.25
Man Infraconstruction,208.85
Manaksia,123.15
Manaksia Aluminium,32.85
Manaksia Coated,41.15
Manaksia Steels,74
Manali Petrochem,70.25
Manappuram Finance,181.05
Manbro Industries,632.75
Mandhana Retail,16.3
Mangalam Cement,730.8
Mangalam Drugs,122.1
Mangalam Global Entr,22
Mangalam Indl,5.15
Mangalam Organics,351.85
Mangalam Seeds,329.45
Mangalam Timber Prod,17.35
Mangalore Chemical,123.9
Mangalore Refinery,233.1
Manjeera Constr,0
Mankind Pharma,2139.6
Manoj Vaibhav Gems,244.05
Manomay Tex India,181.25
Manor Estates,4.55
Manorama Inds,2074.15
Manraj Housing Fin,39.5
Mansi Finance,59.96
Manugraph India,25.45
Maral Overseas,78.2
Marathon Nextgen,521.55
Marble City Indi,18.94
Marg Techno-Projects,32
Margo Finance,50.34
Marico,528.45
Marine Electrials,108.1
Maris Spinners,40.62
Markolines Traffic,147.45
Marksans Pharma,156.25
Marshall Machines,38.45
Martin Burn,55.39
Maruti Infra,169.15
Maruti Securities,7.68
Maruti Suzuki,11567.2
MAS Financial,322.95
Mask Investments,85.2
Mastek,2951.95
Master Chemicals,29.6
Master Trust,795.95
Mathew Easow Research,8.19
Matrimony,530.3
Mauria Udyog,10.85
Mawana Sugars,99.65
Max Estates,273.25
Max Fin Services,970.25
Max Healthcare,770.35
Max Heights Infra,64.98
Max India,0
Max India,210.8
Max Ventures & Inds,216.2
Maxgrow India,1.22
Maximaa Systems,0.84
Maximus Intl,25.45
Maximus Intl,25.45
Mayukh Dealtrade,13.83
Mayur Floorings,10.15
Mayur Leather Prod,6.73
Mayur Uniquoters,520.45
Mazagon Dock Ship,2104.4
Mazda,1427.15
MBAPL,285.65
MBL Infrastructures,48.1
Mcdowell Holdings,68.75
MCFL,109.5
McLeod Russel,35.7
MCX,3826.35
Medi Assist Health,510.95
Media Matrix,19.22
Mediaone Glob Enter,36.7
Medicamen Biotech,490.9
MediCaps,0
Medico Intercont,62.74
Medico Remedies,88.45
Medico Remedies,88.45
Medinova Diagnostic,40.4
Medplus Health Services,692.3
Meera Industries,52.28
Mefcom Capital Mkts,14.85
Mefcom Capital Mkts,14.85
Mega Corporation,3.34
Mega Nirman & Inds,17.1
Megasoft,88.65
Megastar Foods,343.2
Megh Mayur Infra,0.13
Meghmani,98.75
Meghmani Finechem,1206.45
Meglon Infra-Real,2.65
Megri Soft,104.9
Mehai Technology,25
Mehta Housing Fin,118
Mehta Integrated Fin,27.56
Mehta Securities,30.43
Melstar Info Tech,5.3
Mena Mani Inds,11.74
Mena Mani Inds,11.74
Menon Bearings,135.5
Menon Pistons,103
MEP Infra Devs,15.2
Mercantile Ventures,25
Mercator,0.85
Mercury Labs,843.6
Mercury Metals,89.29
Mercury Trade Links,3.1
Metal Coatings,93.02
Metalyst Forgings,4
Metro Brands,1130.55
Metroglobal,0
Metropolis,1699.05
Meyer Apparel,1.78
MFL India,0.79
MFS Intercorp,9.59
MIC Electronics,48.9
Mid India Inds,0
Midas Infra Trade,1.15
Mideast Int Steels,9.58
Mideast Portfolio Mgmt,10.93
Midwest Gold,19.45
Mihika Industries,26.3
Milestone Global,33
Milgrey Finance,83.63
Milkfood,554.4
Millennium Online,1.94
Minal Industries,6.07
Minaxi Textiles,2.85
Minda Corporation,431.25
Mindteck (India),225.7
MindTree,3433.85
Mini Diamonds,28.03
Mipco Seamless Rings,31.47
MIRC Electronics,24.7
Mirza International,52.25
Mishka Exim,34.5
Mishra Dhatu Nigam,427.35
Mishtann Foods,21.11
MITCON Consultancy,130.7
Mitshi India,25.28
Mitsu Chem Plast,172.6
Mittal Life Style,2.45
Mittal Life Style,2.45
Miven Machine Tools,97.3
MK Exim (India),81.24
MK Proteins,43.6
MK Proteins,43.6
MKP Mobility,183.75
MKVentures Cap,1849.15
MM Forgings,926.55
MM Rubber Company,106.95
MMP Industries,274.7
MMTC,78.75
MO Financial,1672.55
Modella Woollens,72.01
Modern Converters,69.23
Modern Dairies,32.64
Modern India,46.25
Modern Insulators,0
Modern Shares,36.54
Modern Steel,23.54
Modex Internatl. Sec,3.33
Modi Naturals,252.9
Modipon,0
Modison,124
Modulex Construction,12.94
Mohit Industries,22.05
Mohit Paper Mills,32.78
Mohite Industries,40.5
Mohota Industries,4.6
MOIL,281
Moksh Ornaments,26
Mold-Tek Packaging,856.05
Mold-Tek Tech,216.85
Monarch Networth,630.3
Moneyboxx Finance,258.95
Monind,26.63
Monotype India,0.88
Monte Carlo Fashions,637.65
Moongipa Capital,34.25
Morarjee Textiles,22.75
Morarka Finance,160.05
Morepen Labs,50.8
Morgan Ventures,40.56
Morganite Crucible,1449.5
Moschip Tech,97.65
Motherson Sumi Wiring India,71.45
Motisons Jewellers,172.1
Motor & Gen Finance,37.5
Mount Housing,28.56
MP Agro Industries,8.89
MPDL,43.42
MPF Systems,15.13
Mphasis,2657.3
MPIL Corporation,0
MPL Plastics,0
MPS,1656.25
MPS Infotecnics,0.6
MPS Pharmaa,3.06
MRC Agrotech,12.61
Mrkt Creators,10.99
MRO-TEK Reality,79.15
Mrs Bectors Food,1097.65
MRT,293
MSP Steel & Power,32.15
MSR India,11.43
MSTC,954.75
MT Educare,3.95
MTAR Technologies,1920
MTNL,43.85
Mudra Financial,4.1
Mudunuru,14.83
Mufin Green Finance,210.6
Mufin Green Finance,210.5
Mukand,173.65
Mukand Engineers,30.75
Mukat Pipes,0
Mukesh Babu Fin,152.05
Mukta Agriculture,4.07
Mukta Arts,80
Muller & Phipps,204.75
Multibase India,273.3
Multipurpose,9.03
Munjal Auto Inds,92.45
Munjal Showa,195.7
Munoth Cap Market,199.8
Munoth Communication,12.77
Munoth Fin Serv,70.51
Murudeshwar Ceramics,55.55
Music Broadcast,21.15
Muthoot Capital Serv,316.75
Muthoot Finance,1319.45
Muthoot Microfin,233.85
Muzali Arts,1.29
MY Money Securities,14.71
Mysore Petro Chem,0
Mystic Electronics,5.65
N2N,25
NAAPBOOKS Limited,207.75
NACL Industries,71
Naga Dhunseri Group,2450
Nagarjuna Agri Tech,12.56
Nagarjuna Fertilizer,12
Nagpur Power & Inds,106
Nagreeka Capital,19
Nagreeka Exports,36.1
Nahar Cap & Fin,308.5
Nahar Inds Enter,135.5
Nahar Poly Films,200.8
Nahar Spinning Mills,322.85
Nakoda Group of Inds,50.25
Naksh Precious Metal,15.28
NALCO,165.8
Nalin Lease Finance,51
Nalwa Sons Invst,3452.4
Nam Securities,102.15
Nanavati Ventures,50.25
Nandan Denim,37.45
Nandani Creation,62.75
Naperol Investments,0
Narayana Hrudayalaya,1319.9
Narayani Steels,195.6
Narbada Gems,73.01
Narendra Investments,58.83
Narendra Properties,48.1
Narmada Agrobase,25.7
Narmada Drip,11.33
Narmada Gelatines,0
NATCAPSPP,462.55
Natco Pharma,993.65
Nath Bio-Genes,205.65
Nath Industries,75
National Fertilizers,101.9
National Fittings,111.95
National General Inds,76.33
National Oxygen,45.4
National Plastic Inds,83.49
National Plastic Tech,447.6
National Plywood Inds,6.2
National Steel &Agro,3.95
National Stndrd,5074.4
Natraj Proteins,47.95
Natura Hue Chem,7.48
Natural Biocon,11.63
Natural Capsules,329.55
Naturite Agro Prod,105.85
Nava,526
Navin Fluorine,3069
Navkar Corporation,108.5
Navkar Urban,4.86
Navketan Merchants,1.04
Navneet Education,152.2
Naysaa Securities,249.2
Nazara Technologies,767
NBCC (India),134.5
NBI Industrial Fin,1900.4
NCC,255.3
NCL Industries,227
NCL Research,0.82
NCL Research & Fin,0.82
ND Metal Industries,100.24
NDA Securities,87.54
NDR Auto Components,912.75
NDTV,259.5
Nectar Life Sciences,38.3
Neelamalai Agro,3966.9
Neelkanth,51.43
Neeraj Paper Marketing,20.05
Negotium Intl Trade,0.67
Neil Industries,19.08
Nelcast,158.3
Nelco,787.4
Neo Infracon,15.63
Neogem India,4.56
Neogen Chemicals,1322.8
Nesco,865.4
Nestle India,2594.9
Nestle India,2594.9
Net Pix Digital,31.5
Netlink Solutions,108
Netripples Software,5.51
Nettlinx,101.65
Netweb Technologies,1802.5
Network18 Media,105.5
Neueon Towers,3.2
Neuland Labs,7208.35
New India Assurance,272.3
New Light Apparels,18
Newgen Software Tech,850.25
Newtime Infra,47.75
Next Mediaworks,6.85
Nexus Surgical,13.48
NG Industries,173.15
NGL Fine Chem,2014.6
NHC Foods,42.66
NHPC,90.45
NIBE,1685.95
Nicco Parks,144.55
Nicco Uco Alliance,0.29
Nidhi Granites,165
Nihar Info Global,8.41
NIIT,126.1
NIIT Learning Sys,516.35
Nikhil Adhesives,132.75
Nikki Global Finance,12.24
NIKS Technology,455.85
Nila Infrastructures,13.35
Nila Spaces,5.35
Nilachal Refractories,79.85
NILE,1473.85
Nilkamal,1976
Nimbus Projects,35.55
NINtec Systems,518.6
Nippon Life India AM,516.45
Niraj Cement Struct,47.2
Nirav Commercials,724.4
Nirlon,0
Nirmitee Robotics,119
Nishtha Fin.&Invest,7.45
Nitco,68.3
Nitin Castings,599.4
Nitin Spinners,358.2
Nitiraj Engg,169.8
Nitta Gelatin,0
Nivaka Fashions,4.88
Niyogin Fintech,78.4
NK Industries,54.9
NLC India,231.6
NMDC,234.7
NMDC Steel,63.45
NMS Global,90.84
NOCIL,266.45
Noida Toll Bridge Co,10.15
Norben Tea & Exports,12.8
Norris Medicines,18.83
North Eastern Carrying,33.95
Northlink Fiscal,26.1
Nouveau Global Ven,0.49
Nova Iron & Steel,0
Novartis India,672.25
NPR Finance,21.8
NR Agarwal Inds,447.25
NRB Bearings,323.25
NRB Inds Bearings,33.15
NRL,14.24
NTC Industries,126.4
NTPC,341.75
Nucleus Software,1396.95
Nupur Recyclers,127.4
Nureca,342.65
Nutech Global,31.5
Nutraplus India,2.1
Nutricircle,226.3
Nuvama Wealth,4097.5
Nuvoco Vistas,337.3
Nuway Organic,25.8
NXTDigital,108.35
Nykaa,159.45
Nyssa Corporation,8.05
Oasis Securities,107.99
OBCL,62
Oberoi Realty,1371.1
Objectone Info Sys,16.12
Oceanaa Biotek,2.4
Oceanic Foods,30.25
OCL Iron and Steel,1.85
Octal Credit Capital,19.53
Octavius Plantations,77
Odyssey Corporation,9.5
Odyssey Tech,77.74
OFSS,7759.5
Oil Country Tubular,35.55
Oil India,592.75
OK Play India,192.3
Olectra Greentech,1976.75
Olympia Industries,59.95
Olympic Cards,4.15
Olympic Oil Inds,16.67
Om Infra,128.15
Omansh Enterprises,0.51
Omax Autos,113
Omaxe,106.75
OMDC,6744.1
Omega Interactive,356
Omkar Overseas,4.09
Omkar Pharmachem,22.48
Omkar Spl Chemicals,7.95
Omni AxS Software,4.66
Omnipotent Indus,12.36
Omnitex Inds,165.9
One Global Service,85.73
One Point One Solutions,57.7
Onelife Capital Advisors,19.85
Onesource Ideas Venture,80.92
ONGC,271.9
Onmobile Global,83.65
Ontic Finserve,0.7
Onward Technologies,536.75
Optiemus infracom,309.2
Optimus Finance,119.3
Opto Circuits,1.8
Oracle Credit,158
Orbit Exports,179.2
Orchid Pharma,1202.1
Organic Coatings,11
Oricon Enterprises,39.55
Orient Abrasives,64.15
Orient Bell,371
Orient Beverages,370.45
Orient Cement,237.9
Orient Electric,208.7
Orient Green Power,23.1
Orient Paper,50.45
Orient Press,97.8
Orient Tradelink,8.92
Oriental Aromatics,352.65
Oriental Carbon,771.3
Oriental Hotels,134.55
Oriental Rail Infra,283.95
Oriental Trimex,11.4
Orosil Smiths India,4.28
Ortin Laboratories,19.95
Oscar Global,13.7
Osia Hyper Retail,36.25
Osia Hyper Retail,36.25
Osiajee Texfab,36.05
Oswal Agro Mills,44.95
Oswal Greentech,36.6
Oswal Overseas,4.9
Oswal Yarns,5.83
OTCO International,7.19
Ovobel Foods,220.2
Oxygenta,37.33
P&G,16030.6
P&G Health,5115.3
Pacheli Inds Fin,12.74
Pacific Industries,0
Pact Industries,1.36
Padam Cotton Yarns,48.81
Padmalaya Telefilms,0
Padmanabh Alloys,23.97
Padmanabh Industries,4.9
PAE,7.05
Pagaria Energy,10.75
Page Industries,35531.2
Paisalo Digital,190.9
Pakka,320.15
Palash Securities,117
Palco Metals,82.64
Palm Jewels,21.67
Palred Technologies,169.95
Palsoft Infosystems,5.4
Pan Elctrncs,44.34
Pan India Corp,0
Panabyte Technologs,27
Panacea Biotec,155.35
Panache Digilife,75.1
Panafic Industrials,1.72
Panama Petrochem,349.9
Panasonic Carbon,0
Panasonic Energy,0
Panchmahal Steel,0
Panchsheel Organics,0
Panjon,18.61
Pankaj Piyush Trade,102.5
Pankaj Polymers,9
Panorama Studios,948.4
Pansari Developers,101.85
Panth Infinity,8.74
Panyam Cements,183.3
Paos Industries,9.7
Par Drugs & Chemical,206.2
Parab Infra,0
Paradeep Phsphts,77.05
Parag Milk Foods,245.5
Paragon Finance,52.11
Paramount Comm,80.1
Paramount Cosmetic,40.94
Paras Defence,732.9
Parenteral Drugs,2.9
Parker Agro Chem,26
Parle Industries,8.43
Parmax Pharma,32.49
Parnax Lab,89.89
Parshva Enterprises,211
Parshwanath Corp,71.54
Parsvnath Developers,14.6
Parvati Sweetners,12.36
Pasari Spinning,7.58
Pasupati Acrylon,46.8
Pasupati Spinning,0
Patanjali Foods,1602.95
Patel Engineering,67.95
Patel Logistics,25.7
Patels Airtemp,450.2
Patidar Buildcon,10.83
Patspin India,14.1
Paul Merchants,962.35
Paushak,5452.55
Pavna Industries,486.7
Paytm,414.4
Pazel Intl,0.54
PBA Infrastructure,13.65
PBM Polytex,93.06
PC Jeweller,63.2
PCBL,298.6
PCS Technology,21.6
Pds In,517.75
Pearl Global Inds,650.45
Pearl Polymers,38.65
Pee Cee Cosma Sope,409.05
Peeti Securities,24.35
PEFL,105.3
Peninsula Land,58.85
Pennar Industries,137.7
Pentamedia Graphic,0
Pentokey Organy,59.06
People's Investment,33.95
Perfect-Octave,2.84
Perfectpac,106
Peria Karamalai Tea,372.7
Permanent Magnets,0
Persistent Systems,8575.85
Petronet LNG,281.85
Pfizer,4522.3
PG Electroplast,1841.75
PG Foils,200
PH Capital,150.35
Phaarmasia,32.33
Pharmaids Pharma,60
Phoenix Intl,0
Phoenix Mills,2772.55
Phoenix Township,97.4
Phosphate Company,156.05
Photon Capital Adv,63.84
Photoquip (India),25.92
Phyto Chem India,38.8
PI Industries,3688
Piccadily Agro,367.25
Piccadily Sugar,0
Picturehouse Media,10.34
Pidilite Industries,2742.2
PIL,12.78
Pil Italica Lifestyle,14.6
Pilani Investment,3591.2
Pioneer Agro Extracts,9.31
Pioneer Distilleries,180.55
Pioneer Embroideries,47.6
Pioneer Investcorp,46.19
Piramal Enterprises,934.85
Piramal Pharma,132.5
Pitti Engineering,795.65
PIX Transmission,1386.45
Plastiblends India,264.5
Plaza Wires,96.4
PM Telelinks,5.49
PMC Fincorp,2.91
PNB,125.8
PNB Gilts,111.35
PNB Housing Finance,732.55
PNC Infratech,436.25
POCL Enterprises,305.3
Poddar Housing,104.05
Poddar Pigments,383.9
Pokarna,502.2
PolicyBazaar,1113
Polo Hotels,12.87
Polo Queen Inds,45.18
Polson,13703.15
Poly Medicure,1610.5
Polycab India,4794.35
Polychem,0
Polycon International,15.56
Polylink Polymer,36.57
Polymechplast Machines,55.85
Polyplex Corporation,875.45
Polyspin Exports,50.96
Polytex India,6.5
Pondy Oxides,757.4
Ponni Sugars,421.5
Poojawestern Metaliks,52.84
Poona Dal & Oil,61.8
Poonawalla Fincorp,465.4
Popular Estate,24.16
Porwal Auto Comp,65.19
Power & Instrument,73.55
Power Finance Corp,415.5
Power Grid Corp,286.85
Power Mech Projects,5126.1
PPAP Automotive,209.45
Prabhat Dairy,99.6
Prabhat Telecoms,100
Prabhhans Inds,92.14
Pradeep Metals,252.45
Pradhin,50
Pradip Overseas,1.15
Prag Bosimi Syn,0
Praj Industries,502.6
Prajay Engineers,23.7
Prakash Industries,181.4
Prakash Pipes,417.4
Prakash Steelage,8.3
Prakash Woollen,37.64
Pranavaditya Spinning,18.45
Prataap Snacks,1101.75
Pratik Panels,9.28
Pratik Panels,9.28
Pratiksha Chemicals,26.93
Praveg,909.55
Praxis Home Retail,21.05
Precision Camshafts,222.95
Precision Containeurs,2.16
Precision Electronics,144.3
Precision Wires,142.35
Premco Global,391.65
Premier,2.85
Premier Capital Serv,4.45
Premier Explosives,1554.25
Premier Pipes,2.68
Premier Polyfilm,222.35
Premier Synthetics,17
Prerna Infrabuild,34.16
Pressman Advertising,266.45
Pressure Sensitive,11.46
Prestige Estates,1213.35
Prevest Denpro,395
Pricol,405.55
Prima Agro,29.75
Prima Industries,21.8
Prima Plastics,204.65
Prime Focus,117.1
Prime Property Dev,32.82
Prime Securities,185.45
Prime Urban Dev,9.8
Primo Chemicals,0
Prince Pipes,579.25
Prism Johnson,174.35
Prism Medico,29.08
Prismx Global,1.5
Prithvi Exchange,0
Priti International,181.55
Pritika Auto Inds,37.25
Pritish Nandy Comm,63.3
Privi Speciality Chem,1197.35
Priya,0
Pro Fin Capital,1.57
Proaim,0
Procal Electronics,0.58
Progrex Ventures,16.62
Promact Impex,14.71
Protean e-Gov Tech.,1147
Provestment Serv,7.8
Prozone Realty,36.8
Prudent,1348.3
PSP Projects,711.8
PTC Financial Serv,44.9
PTC India,204.65
PTC Industries,8344.3
PTL Enterprises,45.15
Pudumjee Paper,68.75
Pulsar International,79.55
Puncom Commns,0
Punjab & Sind Bank,64.65
Punjab Chemicals,1055.4
Puravankara,247.15
Purohit Construction,12.87
Purple Entertainment,6.69
Purshottam Investofin,48.52
PVP Ventures,34.05
PVR,1398.15
PVV Infra,28
Pyramid Technoplast,175.7
QGO Finance,70.12
Quadrant Televentures,2.19
Quantum Build-Tech,3.68
Quantum Digital,19.31
Quasar India,17.11
Quess Corp,514.15
Quest Capital,348.85
Quest Finl. Services,0.45
Quest Softech,49.96
Quick Heal Tech,565.05
Quint Digital,135.8
R & B Denims,58.05
R Systems Intl,463.1
R&B Denims,58.05
Raaj Medisafe,62.29
Raasi Refractories,33.64
Race Eco Chain,366.45
RACL Geartech,1153.65
Radaan Media Works,2.4
Radha Madhav Corp,2
Radhagobind Comm,2.26
Radhe Developers,3.74
Radhika Jeweltech,65.35
Radhika Jeweltech,65.35
Radiant Cash Mgmnt.,86.15
Radico Khaitan,1610.8
Radix Industries,149.45
Raghav Productivity,630.8
Raghunath Intl,13.78
Raghuvir Synthetics,130.65
Rahul Merchandising,14.58
Rail Vikas Nigam,250.95
Railtel Corp,458.9
Rain Industries,182.85
Rainbow Children,1300.65
Rainbow Denim,3.44
Rainbow Foundations,16.97
Raj Oil Mills,47.8
Raj Packaging Inds,29
Raj Rayon Industries,0.35
Raj Television,61.95
Raja Bahadur Intl,3950
Rajapalayam Mills,0
Rajasthan Cylinders,36.14
Rajasthan Gases,15.14
Rajasthan Tube,42.77
Rajath Finance,21.79
Rajdarshan Inds,49.75
Rajesh Exports,321.6
Rajeswari Infra,4.45
Rajkamal Synthetic,25.86
Rajkot Investment,31.97
Rajnandini Metal,13.5
Rajnandini Metal,13.5
Rajnish Wellness,10.44
Rajnish Wellness,10.44
Rajoo Engineers,202.35
Rajputana Investment,49.37
Rajratan Global Wire,654.65
Rajshree Polypack,103.45
Rajshree Sugars,73.55
Rajvi Logitrade,8.45
Rallis India,262.1
Ram Minerals,0.49
Ram Ratna Wires,286.75
Rama Paper Mills,20.75
Rama Petrochemicals,0
Rama Phosphates,193.95
Rama Steel Tubes,40.35
Rama Vision,0
Ramasigns Industries,2.52
Ramchandra Leasing,1.1
Ramco Cements,840.1
Ramco Industries,225.95
Ramco Systems,322.05
Ramgopal Polytex,0
Raminfo,143.1
Ramkrishna Forgings,783.6
Ramky Infrastructure,600.6
Ramsons Projects,26
Rana Sugars,23.8
Rander Corporation,11.83
Rane (Madras),760.45
Rane Brake Linings,765.9
Rane Engine Valve,369.45
Rane Holdings,1118.05
RAP Media,19.11
Rapicut Carbides,122.05
Rapid Investments,105
Ras Resorts,42.12
Rasandik Engg Inds,91.49
Rashi Peripheral,356.45
Rashtriya Chemical,144.35
Rasi Electrodes,25.06
RateGain,821.5
Rathi Bars,42.81
Rathi Steel,61.27
Ratnabhumi Developer,133
Ratnamani Metals,3145.25
Ratnaveer Precision,136.4
RattanIndia Entr,82.75
RattanIndia Power,9.95
Raunaq lnternational,43.81
Ravalgaon Sugar,0
Ravalgaon Sugar,1255.7
Ravi Kumar Distill,23.6
Ravileela Granites,36.43
Ravinder Heights,46.45
Ravindra Energy,93.59
Raw Edge Inds Soln,36.99
Raymed Labs,2.11
Raymond,1837.3
RBL Bank,270.8
RBZ Jewellers,165.2
RCC Cements,12.56
RCI Industries,6.09
RDB Rasayans,159.9
RDB Realty & Infra,164
Real Eco Energy,38.16
Real Strips,8.6
Real Touch,45.44
RECL,462.25
Redington,209.45
Redtape,604.05
Refex Industries,663.45
Refex Renewbl&Infra,593.35
Refnol Resins,102.85
Regal Entertainement,5.85
Regaliaa Realty,0
Regency Fincorp,12.5
Regency Trust,3.23
Regent Enterprises,4.28
Regis Ind.,101.9
Rekvina Labs,4.5
Relaxo Footwears,831.95
Reliable Ventures,30
Reliance Capital,12.35
Reliance Chemo,225.75
Reliance Comm,2
Reliance Home Finance,2.95
Reliance Inds Infra,1475.15
Reliance Industries,2982.15
Reliance Infrastructure,226.05
Reliance Naval,2.3
Reliance Power,23.75
Relic Technologies,17
Relicab Cable,94.3
Religare Enterprises,235.15
Remedium Lifecare,126.75
Remedium Lifecare,126.75
Remedium Lifecare,126.75
Remi Edelstahl,80.02
Remi Elektro,0
Remi Sales,0
Remi Securities,15.41
Remsons Industries,1047.2
Renaissance Global,129.55
Repco Home Finance,445.15
Repro India,853.85
Resonance Specialties,108.15
Response Informatics,81
Responsive Industries,307.25
Restaurant Brands,108.7
Restile Ceramics,4.44
Rexnord Electronics,119.9
RGF Cap Markets,0.7
RHI Magnesita,578.1
Riba Textiles,72.3
Rich Universe,19.3
Richa Industries,1.95
Richfield Fin Sers,32.04
Richirich Inventures,9.06
Rico Auto Inds,130.05
Riddhi Corporate Serv,127.3
Riddhi Siddhi GluCo,591.7
Ridhi Synthetics,4.11
Riga Sugar Co,5.25
RIR Power Electronic,916.55
Risa International,0.79
Rishabh Digha Steel,45.42
Rishabh Instruments,511.6
Rishi Laser,85.99
Rishi Techtex,0
Rishiroop,193.7
Rita Finance,23
Ritco,251.15
RITES,791.85
Ritesh International,27.98
Ritesh Properties,44.2
RKD Agri & Retail,7.65
RKEC Projects,102.8
RLF,9.7
RO Jewels,4.14
RO Jewels,4.14
Robust Hotels,212
Rockon,0
Rodium Realty,50.85
Rohit Ferro-Tech,28.55
Rolex Rings,2033.8
Rollatainers,1.6
Rolta India,3.75
Roopa Industries,59.14
Rose Merc,140
Roselabs Fin,31.01
Rossari Biotech,740.3
Rossell India,424.7
Roto Pumps,400.5
Rotographics India,38.89
Route Mobile,1591.85
Royal Cushion Vinyl,0
Royal India Corp,8.38
Royal Orchid Hotel,403.5
Royale Manor Hotel,44.37
RPG Life Sciences,1560.8
RPP Infra Projects,114.55
RPSG Ventures,704.9
RR Financial,15.21
RR Kabel,1462.3
RR Metalmakers,46.2
RRIL,28.19
RS Software,188.6
RSC International,9.76
RSD Finance,99.8
RSWM,198
RTCL,23.14
RTS Power Corp,177.2
Rubfila Intl,0
Rubra Medicaments,8.4
Ruby Mills,218.75
Ruchira Papers,132.2
Rudra Ecovation,52.7
Rudra Global Infra,49.29
Rudra Global Infra,49.29
Rudrabhishek Entr,209.85
Rungta Irrigation,71
Rupa & Company,273.6
Rushil Decor,349.05
S & S Power Switch,274.35
S & T Corporation,33.8
S & T Corporation,33.8
S Chand & Co,267.85
SAB Events,7.65
SAB Industries,172
Saboo Sodium Chloro,18.8
Sabrimala Industries,5.64
Sacheta Metals,23.35
Sadbhav Engineering,34
Sadbhav Infra,8.85
Sadhana Nitro Chem,75.6
Sadhna Broadcast,4.87
Safari Industries,2040.85
Saffron Industries,8
Sagar Cements,251.65
Sagar Soya Products,1.41
Sagar Systech,61.75
Sagardeep Alloys,29
Sagarsoft India,193.25
Sah Polymers,118.3
Sahara Hsg Fin,52
Sahara One Media Ent,15.65
Sahyadri Industries,404.25
Sai Baba Invest,1.4
Sai Capital,154.8
Sai Silks (Kalaman),228.65
Saianand Commercial,0.68
SAIL,137.65
Sainik Finance,40
Saint-Gobain,130.2
Sakar Healthcare,376.8
Saksoft,268.55
Sakthi Finance,0
Sakthi Sugars,36.3
Sakuma Exports,26.05
Sal Automotive,573
SAL Steel,21.8
Salasar Techno,24.25
Salem Erode,52.5
Salguti Industries,34.2
Salona Cotspin,337
Salora International,0
Salzer Electronics,737.1
Sam Industries,0
Sambandam Spinning,0
Sambhaav Media,6.1
Samhi Hotels,226.65
Samkrg Pistons,164.95
Sampann Utpadan,22.3
Sampre Nutritions,69.89
Samrat Forgings,330
Samrat Pharmachem,366.6
Samsrita Labs,16.8
Samtex Fashions,2.55
Samvardhana Motherson,120.05
Samyak Intl,22.95
Sanathnagar Entr,0
Sanblue Corporation,43.49
Sanchay Finvest,42
Sanco Industries,6.25
Sanco Trans,605.2
Sandesh,1311.95
Sandhar Technologies,534.05
Sandu Pharma,68.08
Sandur Manganese,413.85
Sangal Papers,191.05
Sangam Finserv,96
Sangam India,494.45
Sanghi Corp. Service,4.9
Sanghi Industries,110.15
Sanghvi Forging&Engg,16.4
Sanghvi Movers,1167.35
Sanginita Chemicals,25.95
Sanjivani Paranteral,178.8
Sankhya Infotech,7.5
Sanmit Infra,21.64
Sanofi India,8719.45
Sanrhea Technical,132.6
Sansera Engineering,1023.15
Santosh Fine Fab,34.17
Sanwaria,0.45
Sapphire Foods,1511.65
Saptak Chem,4.88
Saptarishi Agro,23.6
SAR Auto Products,1987.7
Saraswati Commercial,5530.05
Sarda Energy,219.35
Sarda Energy,219.35
Sarda Proteins,69.5
Saregama India,408.6
Sarla Performance,65.8
Sarthak Global,12.42
Sarthak Inds,0
Sarthak Metals,249.75
Sarup Industries,42
Sarveshwar Foods,14.7
Sarveshwar Foods,14.7
Sarvottam Finvest,39.66
Sashwat Technocrats,124.55
Sasken Technologies,1695.95
Sastasundar Ventures,353.7
Sat Industries,108.25
Satchmo Holdings,0
Sathavahana Ispat,2.45
Satia Industries,124.8
Satin Creditcare,237.65
Satra Properties,0.99
Saumya Consultants,134
Saurashtra Cement,113.85
Savani Financials,20.82
Saven Technologies,64
Savera Industries,0
Savita Oil Tech,449.4
Sawaca Business,1.34
Sayaji Hotels,0
Sayaji Industries,190
SBC Exports,23.45
SBEC Sugar,43.34
SBEC Sys.,32.87
SBFC Finance,85.55
SBI,773.3
SBI Cards,721.3
SBI Life Insurance,1546.8
SBL Infratech,29.02
SC Agrotech,13.71
Scan Projects,46.7
Scan Steels,81.64
Scanpoint,5.71
SCAPDVR,4.8
Schablona India,10.87
Schaeffler India,2907.05
Schneider Electric,629
Scintilla Commercial,5.15
Scoobee Day,81.81
Sea TV Network,10.13
Seacoast Shipping,4.88
SEAMEC,1136.55
Seasons Furnishing,4.25
Seasons Textiles,18.87
SecMark Consultancy,99
Secur Credential,19.6
Securekloud Tech,59.95
Sejal Glass,369.4
SEL Mfg,85.95
Selan Exploration,493.2
Sellwin Traders,15.71
Semac Consultants,2850
Senco Gold,835.95
Senthil Infotek,16.94
SEPC,21.85
SeQuent Scientific,133.4
Sera Investments,18.63
Sera Investments,18.63
Servoteach Inds,26.41
Servotech Power,95.25
Servotech Power,95.25
Servotech Power,95.25
Seshachal Tech,0
Seshasayee Paper,336.4
Setco Automotive,8.45
Setubandhan Infra,0.8
Seven Hill Indus,0.85
Seya Industries,24.1
SFL,137.95
